,mean,q5,q95,robust
Dynamic Punch,-0.03455622046746128,-0.15500581265549987,0.08631548133515637,False
Iron Head,-0.034988599764058194,-0.09686310548542501,0.025409612437369083,False
Dragon Pulse,-0.03522697683033641,-0.11775429613039627,0.04505363086622644,False
Outrage,-0.03609483535999233,-0.15554883988997398,0.07711921914205844,False
Expanding Force,-0.03716814960491382,-0.15152786390857445,0.0771956761750365,False
Volt Switch,-0.037301626253217784,-0.1246496940312761,0.04689162770331428,False
Shadow Ball,-0.038398226305054226,-0.10890538404446913,0.03170097390180879,False
Light of Ruin,-0.038570203619922715,-0.13596810143903107,0.0569557752608465,False
Icicle Spear,-0.03954351414259692,-0.16371036718759285,0.07946818784549951,False
Avalanche,-0.04151139700134844,-0.16601702825725254,0.07728594559888877,False
Shadow Claw,-0.041999745452274605,-0.15413146211238968,0.06869103052018036,False
Endeavor,-0.04239050633895671,-0.17023657507382212,0.07868638087457316,False
Ally Switch,-0.04275996330306398,-0.15733834009262748,0.06970335303013822,False
Crunch,-0.043971861184475214,-0.15190008712761643,0.05966035620326898,False
Icy Wind,-0.04443032721895846,-0.1375641509583632,0.05023644232339017,False
U-turn,-0.045742017352689554,-0.13535460148363979,0.04041866101861957,False
Dragon Rush,-0.046387151839546004,-0.17154231054973224,0.07495271582016615,False
Taunt,-0.04961464947464117,-0.13186242705101153,0.03029175680675622,False
Air Slash,-0.04978883035393492,-0.15753193624419196,0.05868923333875594,False
Trick,-0.04985171607694284,-0.15919271675260652,0.05829986103922601,False
Play Rough,-0.0503348226907999,-0.14903651015986075,0.04618843887073651,False
Stone Edge,-0.050839595306360987,-0.16873335858637484,0.06572317445242638,False
Rock Tomb,-0.05268727972297373,-0.14791115171197472,0.04414616344169321,False
Dire Claw,-0.053228579699545565,-0.14422048200694826,0.036624234588474705,False
Flip Turn,-0.054559871049969184,-0.13086976515024998,0.023927204587606943,False
Recover,-0.05651986571336401,-0.16436528548687684,0.048544922404177016,False
Worry Seed,-0.05739542909756445,-0.1810075671981767,0.06211804671018819,False
Leech Seed,-0.057788414742190736,-0.16158291407087227,0.04633808342066075,False
Moonblast,-0.05910311642304041,-0.12569399661959307,0.01015405325399015,False
Drain Punch,-0.060309504621409465,-0.15500604233159349,0.03266459696284692,False
Hydro Pump,-0.0610729456761344,-0.16394305566084816,0.03872024299497866,False
Solar Beam,-0.06198750656708674,-0.143727366812189,0.016805999885101713,False
Flamethrower,-0.06259636858982928,-0.15720859724033795,0.02979823694190042,False
Last Respects,-0.06264341186924206,-0.1713057512096524,0.04428293470283085,False
Zen Headbutt,-0.06318834523360797,-0.18248616367893702,0.053486666853982054,False
Brick Break,-0.06455484792016643,-0.16168280050652187,0.025857361728076764,False
Giga Drain,-0.0676040356870546,-0.15030565019370787,0.01515622442899277,False
Disable,-0.07056980389843273,-0.1754971741485006,0.03488824218932084,False
Poltergeist,-0.07065676155799638,-0.18037263902411918,0.03624382577305531,False
Meteor Mash,-0.07186611580325748,-0.1792712538982539,0.03250131863207737,False
Life Dew,-0.07358946017435575,-0.14419257621237044,-0.004686569706027761,True
Draco Meteor,-0.0736940916103093,-0.16074372790641425,0.013457373247986517,False
Energy Ball,-0.0746486915849633,-0.15902741632870906,0.010078435794401945,False
Discharge,-0.07715150137753149,-0.1903939515937207,0.03772530492844983,False
Fire Blast,-0.08886932835352052,-0.20921200063788395,0.028867675540984804,False
Liquidation,-0.10034708656812324,-0.19305256355103065,-0.011099072891193348,True
Ice Beam,-0.10446147823708937,-0.1974928908869792,-0.01322984339530301,True
Thunder,-0.12187946876807794,-0.24504526125298476,-0.008563823598181926,True
